"unigeneid"	"organ"	"pvalue"	"rzscore"	"source"
"Hs.728282"	"trachea"	1.57e-20	5.58061664	"dbEST"
"Hs.642706"	"trachea"	1.56e-20	5.852853633	"dbEST"
"Hs.719361"	"trachea"	1.15e-20	5.306766047	"dbEST"
"Hs.292689"	"trachea"	6.77e-21	5.454220885	"dbEST"
"Hs.257045"	"trachea"	2.51e-21	6.153624925	"dbEST"
"Hs.592041"	"trachea"	1.98e-21	6.423594842	"dbEST"
"Hs.728824"	"trachea"	1.5e-21	4.601144079	"dbEST"
"Hs.334534"	"trachea"	1.11e-21	4.962422874	"dbEST"
"Hs.43322"	"trachea"	1.03e-21	5.328164111	"dbEST"
"Hs.644378"	"trachea"	4.19e-22	5.014497354	"dbEST"
"Hs.508284"	"trachea"	3.84e-22	5.420739418	"dbEST"
"Hs.525105"	"trachea"	2.52e-22	5.617922013	"dbEST"
"Hs.432674"	"trachea"	2.1e-22	4.606360127	"dbEST"
"Hs.478031"	"trachea"	2.02e-22	5.232167442	"dbEST"
"Hs.510262"	"trachea"	3.16e-23	5.176519486	"dbEST"
"Hs.148778"	"trachea"	2.84e-23	6.5406585	"dbEST"
"Hs.696238"	"trachea"	5.05e-24	5.016464777	"dbEST"
"Hs.274531"	"trachea"	1.43e-24	4.518260951	"dbEST"
"Hs.660603"	"trachea"	5.99e-25	7.067696563	"dbEST"
"Hs.380774"	"trachea"	2.25e-25	5.329160328	"dbEST"
"Hs.706531"	"trachea"	8.33e-26	5.526329909	"dbEST"
"Hs.130014"	"trachea"	5.88e-26	6.295241483	"dbEST"
"Hs.293689"	"trachea"	4.62e-26	6.236878726	"dbEST"
"Hs.99120"	"trachea"	7.34e-27	4.740344245	"dbEST"
"Hs.159118"	"trachea"	5.82e-27	5.579254334	"dbEST"
"Hs.49421"	"trachea"	5.28e-27	6.374748966	"dbEST"
"Hs.80485"	"trachea"	1.17e-27	4.792481318	"dbEST"
"Hs.444536"	"trachea"	1.09e-27	6.919922641	"dbEST"
"Hs.647061"	"trachea"	4.72e-28	4.97971304	"dbEST"
"Hs.370024"	"trachea"	2.29e-28	5.547624272	"dbEST"
"Hs.492427"	"trachea"	1.99e-28	6.229443317	"dbEST"
"Hs.135646"	"trachea"	4.16e-29	5.032572324	"dbEST"
"Hs.728860"	"trachea"	2.25e-29	6.232219011	"dbEST"
"Hs.115838"	"trachea"	3.7e-30	6.013065416	"dbEST"
"Hs.700576"	"trachea"	3.68e-31	6.016359719	"dbEST"
"Hs.712555"	"trachea"	1.68e-31	5.280332492	"dbEST"
"Hs.408458"	"trachea"	1.67e-31	5.087016345	"dbEST"
"Hs.258576"	"trachea"	1.01e-31	6.332035817	"dbEST"
"Hs.203637"	"trachea"	5.05e-32	6.037776409	"dbEST"
"Hs.147111"	"trachea"	5.01e-32	7.051086355	"dbEST"
"Hs.1964"	"trachea"	3.03e-32	6.355443664	"dbEST"
"Hs.440544"	"trachea"	4.75e-33	5.047961804	"dbEST"
"Hs.75256"	"trachea"	4.51e-35	4.28441762	"dbEST"
"Hs.513439"	"trachea"	2.83e-35	4.931463553	"dbEST"
"Hs.476018"	"trachea"	2.38e-35	4.46138795	"dbEST"
"Hs.631988"	"trachea"	4.44e-39	4.863140321	"dbEST"
"Hs.269512"	"trachea"	3.1e-43	4.408722109	"dbEST"
"Hs.228320"	"trachea"	3.12e-46	6.992887277	"dbEST"
"Hs.150120"	"trachea"	1.89e-46	6.931104015	"dbEST"
"Hs.591047"	"trachea"	5.31e-49	5.907523255	"dbEST"
"Hs.25155"	"trachea"	1.94e-49	4.99735685	"dbEST"
"Hs.435771"	"trachea"	3.69e-50	6.366209023	"dbEST"
"Hs.369430"	"trachea"	1.56e-53	5.888345736	"dbEST"
"Hs.459106"	"trachea"	4.06e-54	5.912958	"dbEST"
"Hs.82848"	"trachea"	6.51e-55	5.578931505	"dbEST"
"Hs.567968"	"trachea"	1.93e-55	6.021008024	"dbEST"
"Hs.69855"	"trachea"	4.88e-57	5.351785807	"dbEST"
"Hs.719809"	"trachea"	2.76e-58	6.73203964	"dbEST"
