unigeneid	genename
Hs.335084	FPGS
Hs.335239	ANKRD28
Hs.335321	TMEM207
Hs.335513	F13A1
Hs.335550	TSEN2
Hs.335787	ZFP42
Hs.335788	ALS2CR11
Hs.335918	FDPS
Hs.336588	LOC147670
Hs.336958	LOC92659
Hs.337242	ACAP1
Hs.337588	LEAP2
Hs.337696	SLC8A3
Hs.339639	COX7A2L
Hs.339665	FAM72B
Hs.339735	CUL4A
Hs.339831	PENK
Hs.340623	FLJ33630
Hs.343522	ATP2B4
Hs.343631	LOC340178
Hs.345877	LOXHD1
Hs.346566	TMEM200C
Hs.346950	CRABP1
Hs.347187	MTMR1
Hs.347270	HLA-DPA1
Hs.347614	MTO1
Hs.347655	OSCAR
Hs.348263	BIRC8
Hs.348297	TASP1
Hs.348308	FAM189B
Hs.348883	FOXC1
Hs.349094	SH2D1A
Hs.349642	NR1I3
Hs.349695	TUBA3C
Hs.349758	C17orf104
Hs.349955	SLAIN1
Hs.350288	KBTBD5
Hs.350321	RET
Hs.350507	DMRTC2
Hs.350570	DCD
Hs.350621	LMOD3
Hs.350621	LMOD3
Hs.350671	TSGA10IP
Hs.350800	CES5A
Hs.350868	A2LD1
Hs.350868	A2LD1
Hs.350895	SLC39A12
Hs.351068	SPATA22
Hs.351099	ATP5SL
Hs.351113	DPPA2
Hs.351118	NLRP7
Hs.351279	HLA-DMB
Hs.351316	TM4SF1
Hs.351474	PAQR4
Hs.351475	POLR2K
Hs.351582	C19orf51
Hs.351582	C19orf51
Hs.351593	FGA
Hs.351815	TPD52L3
Hs.351816	C7orf45
Hs.352187	C20orf141
Hs.352224	EDARADD
Hs.352240	SLC38A10
Hs.352243	CLCNKB
Hs.352250	GATA5
Hs.352276	RFX6
Hs.352298	PDGFD
Hs.352412	ASZ1
Hs.352609	ACER1
Hs.352622	B3GNT6
Hs.352622	B3GNT6
Hs.352626	TMC2
Hs.352642	FCGR2A
Hs.353022	ETAA1
Hs.353181	ATHL1
Hs.353208	ZNF683
Hs.354056	POR
Hs.354243	C2orf71
Hs.355264	CYB561
Hs.355264	CYB561
Hs.355307	CD27
Hs.355542	SPRR2A
Hs.355606	TMEM167A
Hs.355643	RNPS1
Hs.355888	PLCB2
Hs.355935	MRPL52
Hs.356096	MAP7D1
Hs.356216	FAM46C
Hs.356224	GTF2H5
Hs.356231	SLC25A23
Hs.356377	RNF187
Hs.356377	RNF187
Hs.356467	MED26
Hs.356501	PHF6
Hs.356545	C17orf89
Hs.356572	RPS3A
Hs.356624	NID1
Hs.356697	COX18
Hs.356742	DRAP1
Hs.356769	MAN2B1
Hs.356869	MAGEE2
Hs.356873	RBM8A
Hs.357392	TSPO2
Hs.359698	DDC
Hs.360940	SERHL2
Hs.361323	ABCF3
Hs.361463	F10
Hs.362728	SEP15
Hs.362854	C1QTNF9
Hs.363054	OR7E156P
Hs.363087	LOC100288413
Hs.363396	CFH
Hs.364941	HSD3B1
Hs.365405	SELO
Hs.365706	MGP
Hs.365706	MGP
Hs.366053	TRPM8
Hs.366575	ABCC13
Hs.367245	ZPBP2
Hs.367437	ATM
Hs.367639	TET2
Hs.367725	GATA2
Hs.367727	PGK2
Hs.367764	POM121L1P
Hs.367842	MKI67IP
Hs.367900	PDCD2
Hs.367959	FAM46D
Hs.368046	SNAP91
Hs.368157	PYGB
Hs.368226	SOX6
Hs.368307	NRXN3
Hs.368322	CDH8
Hs.368348	PUS10
Hs.368353	CNST
Hs.368382	C13orf40
Hs.368421	SMPD3
Hs.368433	TPD52
Hs.368434	C3orf67
Hs.368483	SIAH3
Hs.368563	ABCC5
Hs.368587	PRLR
Hs.368588	KEL
Hs.368626	RTN1
Hs.368642	EPB42
Hs.368794	AP1B1
Hs.368855	GMPR2
Hs.368866	CCDC90B
Hs.368866	CCDC90B
Hs.368912	DPP4
Hs.368938	C12orf75
Hs.368971	NCOA6
Hs.369039	PHF11
Hs.369056	SP100
Hs.369091	SNX25
Hs.369123	PLEKHA2
Hs.369144	AAAS
Hs.369168	SCFD1
Hs.369252	SLC22A6
Hs.369297	DUSP28
Hs.369331	SULT2B1
Hs.369356	LOC100216546
Hs.369430	PAM
Hs.369488	DSCR3
Hs.369520	SYTL2
Hs.369624	GATC
Hs.369646	MUC4
Hs.369675	ANGPT1
Hs.369761	DAZAP2
Hs.369765	ADAM5P
Hs.369840	NID2
Hs.369879	EVX1
Hs.370024	SEC31A
Hs.370036	CCR7
Hs.370102	CISD1
Hs.370111	C2orf77
Hs.370166	WSCD1
Hs.370168	CRLF3
Hs.370247	APLP2
Hs.370408	COMT
Hs.370410	TMCC3
Hs.370414	NODAL
Hs.370549	BCL11A
Hs.370603	TTC7A
Hs.370636	SLC4A8
Hs.370771	CDKN1A
Hs.370858	FUCA1
Hs.370927	LRRC59
Hs.370950	CSRNP1
Hs.370995	PON1
Hs.371005	TMIGD1
Hs.371016	TBC1D2
Hs.371036	NOX4
Hs.371045	RPAP1
Hs.371218	EPHA4
Hs.371249	PTN
Hs.371282	TCF3
Hs.371372	CWC27
Hs.371716	C1orf187
Hs.371738	DCAF4L2
Hs.371776	C8orf74
Hs.371889	ATP1A1
Hs.371899	GSX2
Hs.371914	BLMH
Hs.372031	PMP22
Hs.372031	PMP22
Hs.372152	DTX1
Hs.372360	BBS9
Hs.372650	C11orf64
Hs.372679	FCGR3A
Hs.372719	PHF7
Hs.372914	NDRG1
Hs.372938	NRXN2
Hs.373074	CRYBB2
Hs.373498	SLC22A17
Hs.373642	PRDM8
Hs.373787	ANKRD30A
Hs.373947	KIF9
Hs.374027	UBL4B
Hs.374191	LEPREL1
Hs.374201	KIF21A
Hs.374477	EWSR1
Hs.374485	ZNF706
Hs.374596	TPT1
Hs.374668	ABRA
Hs.374847	LOC400794
Hs.374950	MT1X
Hs.375031	WFDC5
Hs.375051	GABRG1
Hs.375092	FLJ35934
Hs.375129	MMP3
Hs.375139	SLC22A24
Hs.375142	RGL3
Hs.375186	SUN5
Hs.375616	SLC17A7
Hs.375791	ABHD1
Hs.375957	ITGB2
Hs.376008	RBMXL3
Hs.376064	NOP56
Hs.376208	LTB
Hs.376209	CRYGS
Hs.376505	CCDC79
Hs.376688	USH1G
Hs.376933	GUK1
Hs.376984	SOX10
Hs.377010	CAD
Hs.377155	MTDH
Hs.377484	BAG1
Hs.377992	RABGGTA
Hs.378103	RPS5
Hs.378885	PIGW
Hs.378893	TTC29
Hs.378901	ZNF536
Hs.379018	TFDP2
Hs.379414	MFHAS1
Hs.379636	UNC45B
Hs.379785	EML3
Hs.379821	FAM83A
Hs.380061	HSF5
Hs.380138	CHN1
Hs.380169	PARS2
Hs.380389	FAM108B1
Hs.380923	MEIS3
Hs.380929	LDHD
Hs.380953	RPL38
Hs.380973	SUMO2
Hs.381047	MYOZ2
Hs.381061	RPL19
Hs.381079	RPS2
Hs.381087	C19orf75
Hs.381089	ROPN1L
Hs.381096	PRRT4
Hs.381099	LCP1
Hs.381105	ZNF697
Hs.381123	RPL21
Hs.381167	SERPINB1
Hs.381220	FAM26F
Hs.381715	TBX5
Hs.382202	CHI3L1
Hs.382212	IL23A
Hs.383019	PSMC3IP
Hs.383206	CCDC33
Hs.383403	GPR97
Hs.383564	FAM189A1
Hs.384598	SERPING1
Hs.385530	SLC24A4
Hs.385870	TDGF1
Hs.386225	GYS1
Hs.386698	C10orf27
Hs.386726	RGS4
Hs.386726	RGS4
Hs.386939	USP7
Hs.386975	ARSE
Hs.387057	THSD4
Hs.387367	CYP39A1
Hs.387601	FOXRED2
Hs.387601	FOXRED2
Hs.387623	ZNF169
Hs.387671	TDRD10
Hs.387679	HLA-DQA1
Hs.387804	PABPC1
Hs.388116	DVL3
Hs.388645	C12orf62
Hs.388654	ATP6V1G1
Hs.388715	LOC285733
Hs.388746	UBE2U
Hs.388827	RFX4
Hs.388841	ZPBP
Hs.388874	SLCO6A1
Hs.388927	YY1
Hs.388927	YY1
Hs.389037	MCM3AP
Hs.389277	ARFRP1
Hs.389378	MON2
Hs.389457	T
Hs.389461	UNC45A
Hs.390736	CFLAR
Hs.390738	SYBU
Hs.391464	ABCC1
Hs.391561	FABP4
Hs.391835	C8B
Hs.391860	ADCY9
Hs.393714	C2orf39
Hs.396178	RBAK
Hs.397638	WDR5
Hs.398196	MYCBPAP
Hs.399800	AKAP8L
Hs.399891	CD109
Hs.400572	KIAA1919
Hs.400613	CNDP1
Hs.400688	IZUMO1
Hs.400696	FAM163A
Hs.401013	IRF4
Hs.401537	SPPL2A
Hs.401798	C16orf45
Hs.402773	PTPN7
Hs.403187	C1orf201
Hs.403436	DCI
Hs.403857	LY9
Hs.404088	HAUS8
Hs.404102	ABCB5
Hs.404321	GARS
Hs.404466	CRISP3
Hs.404741	NFE2L3
Hs.404807	LOC348761
Hs.405144	SRSF3
Hs.405590	EIF3E
Hs.405607	PHOSPHO1
Hs.405659	PIWIL1
Hs.405667	CD8B
Hs.405880	MRPS21
Hs.405987	NOC2L
Hs.406228	IL9R
Hs.406238	AOX1
Hs.406265	TMCO2
Hs.406277	SF3A1
Hs.406300	RPL23
Hs.406395	PRKRIP1
Hs.406607	C2orf79
Hs.406620	RPS10
Hs.406683	RPS15
Hs.406696	PRND
Hs.406728	GLIPR1L2
Hs.406754	GH2
Hs.406758	HIBADH
Hs.406840	SLC35A4
Hs.406917	QRSL1
Hs.406964	DPY19L2P4
Hs.406966	TPPP2
Hs.406982	NCRNA00293
Hs.407083	C2orf70
Hs.407122	TMPRSS11B
Hs.407152	MUC15
Hs.407482	MFSD2B
Hs.407506	INHA
Hs.407580	PKP4
Hs.407604	MED14
Hs.407856	SPINK1
Hs.407918	LRRK1
Hs.408073	RPS6
Hs.408153	PRR4
Hs.408182	COL2A1
Hs.408241	NUPL2
Hs.408249	STAB2
Hs.408293	CEP170P1
Hs.408324	CARKD
Hs.408458	WWP2
Hs.408488	MSLN
Hs.408488	MSLN
Hs.408708	SBNO2
Hs.408846	SEMA4A
Hs.408903	C2
Hs.408909	GOLPH3
Hs.408927	ALG14
Hs.409140	ATP5O
Hs.409563	MZB1
Hs.409578	STK38
Hs.409602	SULF1
Hs.409794	CLEC1B
Hs.409934	HLA-DQB1
Hs.410126	LOC145837
Hs.410180	LOC284998
Hs.410197	IDH3G
Hs.410316	HRASLS5
Hs.410455	UNC119
Hs.410719	HAPLN2
Hs.410810	RANBP17
Hs.410970	MYL5
Hs.411061	SRMS
Hs.411081	FGD3
Hs.411125	MRPS12
Hs.411239	PRSS54
Hs.411295	LRRC31
Hs.411299	KCNJ15
Hs.411501	KRT7
Hs.411695	HK3
Hs.411881	GRB14
Hs.412370	RPL9
Hs.412406	FGD5
Hs.412462	R3HDM1
Hs.412482	C1orf175
Hs.412484	OLR1
Hs.412710	NPHS2
Hs.412710	NPHS2
Hs.412818	FAM71D
Hs.412870	POP4
Hs.412941	PADI1
Hs.413047	ARMC7
Hs.413095	SLC6A20
Hs.413111	PLCG2
Hs.413137	FXYD2
Hs.413297	RGS16
Hs.413678	ZNF830
Hs.413801	PSME4
Hs.413931	ABCG8
Hs.414122	MYH7B
Hs.414175	IZUMO2
Hs.414332	OAS2
Hs.414565	CLIC1
Hs.414579	SHISA5
Hs.414614	SCNN1B
Hs.414648	TEKT3
Hs.414795	SERPINE1
Hs.414880	USF1
Hs.414952	C2orf86
Hs.415067	CORO1A
Hs.415322	RDH12
Hs.415478	SLITRK1
Hs.415790	CRYBA2
Hs.415791	CDC42EP5
Hs.415846	FTCD
Hs.415950	FCRL5
Hs.415950	FCRL5
Hs.416043	FLJ35024
Hs.416073	S100A8
Hs.416108	CDK12
Hs.416358	SALL2
Hs.416707	ABCA4
Hs.416848	CTSW
Hs.417050	CCNA1
Hs.417549	PTPN1
Hs.417595	STAC3
Hs.417795	DMKN
Hs.418012	COL9A2
Hs.418055	ATCAY
Hs.418093	PTGFRN
Hs.418167	ALB
Hs.418175	VPS28
Hs.418506	INSL4
Hs.418533	BUB3
Hs.419240	SLC2A3
Hs.419259	REC8
Hs.419463	RPL23A
Hs.420036	GAD1
Hs.420244	RIMKLA
Hs.420257	ITIH1
Hs.420263	DDX25
Hs.420483	BCHE
Hs.420716	LOC151300
Hs.421437	CLEC4M
Hs.421621	COX7A1
Hs.421724	CTSG
Hs.422120	IGSF5
Hs.422181	S100B
Hs.422375	C13orf36
Hs.422542	HABP2
Hs.422662	VRK1
Hs.422676	OCEL1
Hs.422688	RBP7
Hs.422986	ANXA4
Hs.423598	PNLIPRP2
Hs.423734	LOC100128239
Hs.423968	FIS1
Hs.424049	IZUMO4
Hs.424165	LOC151174
Hs.424312	PDLIM4
Hs.424414	MSX1
Hs.424594	WDR69
Hs.425311	LSM1
Hs.425769	OMA1
Hs.425777	UBE2L6
Hs.426296	ANAPC16
Hs.426485	HPX
Hs.426551	C22orf42
Hs.427055	NR0B2
Hs.427202	TTR
Hs.427202	TTR
Hs.427236	MDFIC
Hs.428209	C9orf84
Hs.429596	SI
Hs.429666	CEBPG
Hs.429819	PITPNA
Hs.429879	EHHADH
Hs.430199	CCDC142
Hs.430439	NFU1
Hs.430733	CLNS1A
Hs.431099	PDZK1IP1
Hs.431161	LOC643406
Hs.431279	NSF
Hs.431668	COX6B1
Hs.431850	MAPK1
Hs.432364	C9orf102
Hs.432379	CHRDL2
Hs.432416	TCHH
Hs.432424	TPP2
Hs.432442	SLC34A3
Hs.432442	SLC34A3
Hs.432491	ESD
Hs.432560	HARS2
Hs.432562	ITSN2
Hs.432638	SOX11
Hs.432642	MAPK12
Hs.432656	LOC285740
Hs.432674	LARS
Hs.432706	ANKRD44
Hs.432726	POC5
Hs.432729	COMMD2
Hs.432760	CAPZB
Hs.432854	PGA5
Hs.432945	ANKRD9
Hs.432984	SAR1B
Hs.433060	ACPP
Hs.433180	GINS2
Hs.433222	NPC2
Hs.433269	EAPP
Hs.433329	NUDT8
Hs.433336	TUBA3E
Hs.433337	SMOX
Hs.433343	SRRM2
Hs.433391	MT1G
Hs.433427	RPS17
Hs.433492	ANKRD33
Hs.433492	ANKRD33
Hs.433529	RPS11
Hs.433615	TUBB2C
Hs.433652	PPP1R3F
Hs.433670	FTL
Hs.433700	PKIA
Hs.433732	CLK1
Hs.433845	KRT5
Hs.433863	PEBP1
Hs.434075	MED28
Hs.434105	SPANXB2
Hs.434112	SPACA3
Hs.434159	LOC284100
Hs.434202	ATP4B
Hs.434250	CKAP2L
Hs.434251	RRP12
Hs.434286	FOXN3
Hs.434388	PRSS30P
Hs.434604	LOC728715
Hs.434715	OR2H1
Hs.434878	TNFRSF6B
Hs.434886	CDCA5
Hs.434890	HERC2
Hs.434937	PPIB
Hs.434953	HMGB2
Hs.434973	GYPA
Hs.435004	SEC23IP
Hs.435012	GALM
Hs.435074	KCNAB3
Hs.435215	VEGFC
Hs.435277	SYNGR3
Hs.435291	ARHGAP6
Hs.435326	ACTL6A
Hs.435369	FHL1
Hs.435371	TCP11
Hs.435609	TH
Hs.435615	CASR
Hs.435714	PAK1
Hs.435730	IRX5
Hs.435742	TTC23L
Hs.435759	THAP4
Hs.435761	PIAS3
Hs.435765	ENPEP
Hs.435771	API5
Hs.435775	C10orf47
Hs.435782	F13B
Hs.435836	SLC26A8
Hs.435845	ESRRB
Hs.435938	MAN1A2
Hs.435941	DCTN5
Hs.435949	IKZF1
Hs.435981	ERCC1
Hs.436062	GBE1
Hs.436066	LST1
Hs.436068	TMEM38A
Hs.436306	SPHKAP
Hs.436317	CYP4B1
Hs.436338	ASPDH
Hs.436338	ASPDH
Hs.436360	ATP6V0D2
Hs.436360	ATP6V0D2
Hs.436367	LAMA3
Hs.436385	SLC22A2
Hs.436401	TOP3B
Hs.436416	ITGA11
Hs.436542	CRISPLD1
Hs.436568	CD74
Hs.436568	CD74
Hs.436617	HAUS1
Hs.436646	SCN1B
Hs.436677	NFAM1
Hs.436687	SET
Hs.436803	VBP1
Hs.436885	HRC
Hs.436911	AMBP
Hs.436912	KIFC1
Hs.436977	SYTL3
Hs.437043	NBEAL2
Hs.437060	CYCS
Hs.437066	C5orf40
Hs.437072	CNIH2
Hs.437126	ARHGAP9
Hs.437141	CCDC63
Hs.437156	GGT5
Hs.437167	AQP12B
Hs.437174	SLC6A12
Hs.437444	CACNA1E
Hs.437460	WRAP53
Hs.437497	CCDC97
Hs.437563	FAM70A
Hs.437647	ANKZF1
Hs.437705	CDC25A
Hs.437905	SPIB
Hs.437941	C14orf106
Hs.437957	CORO7
Hs.438016	CYP17A1
Hs.438102	IGFBP2
Hs.438102	IGFBP2
Hs.438227	RPL34
Hs.438265	TGM4
Hs.438429	RPS19
Hs.438462	MT1H
Hs.438536	ZNF705A
Hs.438641	TM7SF3
Hs.438712	GDPD2
Hs.438720	MCM7
Hs.438830	DNAJC15
Hs.438862	EPS8L1
Hs.438877	NLGN3
Hs.438918	ACVR1B
Hs.439180	C19orf21
Hs.439309	TMPRSS2
Hs.439312	PLTP
Hs.439381	VPS13D
Hs.439463	AEBP1
Hs.439474	PCDH12
Hs.439583	LDLRAD1
Hs.439620	MYO1B
Hs.439650	SLC9A5
Hs.439760	CYP4X1
Hs.439815	HBXIP
Hs.439998	TMCO5B
Hs.440219	UBN1
Hs.440384	ZNF789
Hs.440401	RETSAT
Hs.440466	FAM161A
Hs.440494	CMTM7
Hs.440544	CLIC4
Hs.440553	ZNF473
Hs.440643	C8orf83
Hs.440829	CEBPD
Hs.440848	VWF
Hs.440890	RGS18
Hs.440895	MYH3
Hs.440896	SLC9A3R2
Hs.440898	FCN1
Hs.440932	SEPT9
Hs.440934	ARG1
Hs.440934	ARG1
Hs.440955	ITGA4
Hs.440967	PON3
Hs.441038	PAGE4
Hs.441076	LOC340544
Hs.441113	MAGEA6
Hs.441601	NCRNA00173
Hs.441709	SMTNL2
Hs.441926	PIBF1
Hs.442180	CILP
Hs.442339	RSPH10B
Hs.442619	MSC
Hs.442718	PFN4
Hs.442782	HAUS4
Hs.443005	CEP152
Hs.443057	CD53
Hs.443061	ALG13
Hs.443072	C8orf59
Hs.443116	RNF4
Hs.443139	HEATR7A
Hs.443161	DPYS
Hs.443243	GPR65
Hs.443258	SREBF2
Hs.443299	C1orf223
Hs.443430	TXNRD2
Hs.443430	TXNRD2
Hs.443551	C1orf112
Hs.443572	SLC22A5
Hs.443577	TNFRSF21
Hs.443577	TNFRSF21
Hs.443625	COL3A1
Hs.443625	COL3A1
Hs.443650	KDM5B
Hs.443661	SYNJ2BP
Hs.443729	LOC285141
Hs.443735	SETD8
Hs.443789	FAM184A
Hs.443831	PDCD5
Hs.443875	DCP2
Hs.443894	ERMN
Hs.443935	TTC21A
Hs.443948	SLC4A1
Hs.444118	MCM6
Hs.444212	VSNL1
Hs.444213	TLE4
Hs.444225	ESRRG
Hs.444230	CYLC1
Hs.444236	SPATA16
Hs.444247	MST4
Hs.444301	FGGY
Hs.444304	PFKFB1
Hs.444391	LOC727982
Hs.444414	AFF3
Hs.444431	VSTM1
Hs.444449	ARL9
Hs.444459	C9orf135
Hs.444488	SPP2
Hs.444488	SPP2
Hs.444536	SLC5A8
Hs.444558	KHDRBS3
Hs.444664	PALB2
Hs.444673	CLPTM1L
Hs.444724	CMC1
Hs.444751	PDZK1
Hs.445241	FLJ43390
Hs.445241	FLJ43390
Hs.445350	FMO3
Hs.445358	APOH
Hs.445403	IARS
Hs.445489	PLEKHB1
Hs.445534	PER1
Hs.445555	SERPINI2
Hs.445705	RRM1
Hs.445711	PDE3B
Hs.445757	CR2
Hs.445803	OSTC
Hs.445827	COL5A2
Hs.445898	MYBL1
Hs.445981	CTNNA1
Hs.446077	SLC38A4
Hs.446146	CARD8
Hs.446172	ZFAT
Hs.446194	RNF32
Hs.446235	CLEC5A
Hs.446260	PSMA6
Hs.446309	GSTA1
Hs.446315	FAM107B
Hs.446327	LOC494141
Hs.446354	TCEA3
Hs.446357	FAM177A1
Hs.446376	APC2
Hs.446414	CD47
Hs.446429	PTGDS
Hs.446445	YIF1A
Hs.446522	RPL14
Hs.446529	GUCA1B
Hs.446545	SNAR-B1
Hs.446574	TMSB10
Hs.446588	RPS13
Hs.446664	TMEM198
Hs.446683	CGB
Hs.446702	C5orf55
Hs.473583	YBX1
Hs.473721	SLC2A1
Hs.475348	BEND5
Hs.475401	TATDN2
Hs.475502	TMEM40
Hs.475525	NUP210
Hs.475733	TOP2B
Hs.503368	ALG8
Hs.503555	TYR
Hs.503733	CFC1B
Hs.503733	CFC1B
Hs.503743	GRIA4
Hs.503749	TUBA3D
Hs.536770	LOC100128651
Hs.447537	PHGR1
Hs.447626	GTSF1L
Hs.447793	CYP8B1
Hs.447948	GGN
Hs.448003	NSUN3
Hs.448218	FAM181B
Hs.448277	MUC21
Hs.448342	SMG6
Hs.448520	SLC7A2
Hs.448583	NCRNA00281
Hs.448589	ANKRD1
Hs.448697	H3F3C
Hs.448717	C12orf36
Hs.449009	VWA1
Hs.449153	FTH1P20
Hs.449281	PRSS1
Hs.449459	NCRNA00256B
Hs.449585	IGLC1
Hs.449621	IGKC
Hs.449625	GRM8
Hs.449627	PNMA3
Hs.449630	HBA1
Hs.449738	SLCO1B1
Hs.449771	VSX2
Hs.450230	IGFBP3
Hs.450233	CTAGE15P
Hs.453629	SEPT14
Hs.454647	GOLGA8E
Hs.454670	CLEC18B
Hs.454685	ZNF689
Hs.454818	HFM1
Hs.454828	TMEM82
Hs.454835	TTLL10
Hs.455493	VIM
Hs.456833	C2orf78
Hs.457407	FLJ42709
Hs.458272	MPO
Hs.458276	NFKBIE
Hs.458283	GLRX2
Hs.458309	PPP1R3A
Hs.458320	C3orf37
Hs.458355	C1S
Hs.458414	IFITM1
Hs.458425	GPR109B
Hs.458426	CCK
Hs.458427	BAIAP3
Hs.458644	R3HCC1
Hs.459088	KIAA1199
Hs.459095	IL16
Hs.459106	AZIN1
Hs.459114	EFTUD1
Hs.459117	FAM154B
Hs.459149	BTBD1
Hs.459153	BNC1
Hs.459187	SLC28A1
Hs.459265	ISG20
Hs.459284	RHCG
Hs.459534	C1orf101
Hs.459538	ALDH1A3
Hs.459590	LOC730098
Hs.459649	CLCN7
Hs.459759	CREBBP
Hs.460109	MYH11
Hs.460238	SH3GLB2
Hs.460260	AKR1C1
Hs.460355	PRKCB
Hs.460468	XPO6
Hs.460499	ATXN2L
Hs.460960	IDS
Hs.461131	CYB5B
Hs.461214	IL34
Hs.461253	AP1G1
Hs.461389	CNTNAP4
Hs.461722	TRAPPC2L
Hs.461775	CPNE7
Hs.461787	NENF
Hs.462108	TEKT1
Hs.462214	GAS7
Hs.462341	MPRIP
Hs.462348	NPHP4
Hs.462402	LGALS9C
Hs.462418	SLC5A10
Hs.462418	SLC5A10
Hs.462585	PIPOX
Hs.462640	DNAJC11
Hs.462833	SLFN13
Hs.462946	FBXL20
Hs.463024	KRT37
Hs.463041	RERE
Hs.463129	GPATCH8
Hs.463295	CDC27
Hs.463300	MYL4
Hs.463350	HOXB9
Hs.463382	SPOP
Hs.463412	SGCA
Hs.463652	LOC645638
Hs.463936	NOL11
Hs.463978	MAP2K6
Hs.463985	KCNJ16
Hs.464071	PGD
Hs.464243	USP36
Hs.464419	FBXO6
Hs.464469	MYOM1
Hs.464472	MYL12B
Hs.464572	NDUFV2
Hs.464876	ASXL3
Hs.464903	INO80C
Hs.464985	RIT2
Hs.465102	LIPG
Hs.465144	MEX3C
Hs.465413	CYB5A
Hs.465414	DKFZP781G0119
Hs.465475	ATP9B
Hs.465498	TXNL4A
Hs.465511	GZMM
Hs.465560	TMPRSS9
Hs.465643	TNFAIP8L1
Hs.465709	RFX2
Hs.465720	ACSBG2
Hs.465761	ARHGEF18
Hs.465812	PRAM1
Hs.465818	MYO1F
Hs.465870	KEAP1
Hs.465929	CNN1
Hs.466039	CD97
Hs.466044	PKN1
Hs.466057	CASP14
Hs.466057	CASP14
Hs.466435	RHPN2
Hs.466471	GPI
Hs.466539	CLIP3
Hs.466664	RYR1
Hs.466766	LTBP4
Hs.466775	SNRPA
Hs.466804	PLA2G2A
Hs.466814	CEACAM6
Hs.466843	PSG8
Hs.466910	CDA
Hs.466987	PRKD2
Hs.467061	SNAR-C3
Hs.467084	EIF4G3
Hs.467174	NCRNA00085
Hs.467192	PPP2R1A
Hs.467554	TPO
Hs.467733	GREB1
Hs.467759	NBAS
Hs.467793	GEN1
Hs.467807	LAPTM4A
Hs.467868	C2orf84
Hs.467960	RAB10
Hs.467981	SLC30A3
Hs.468058	GALNT14
Hs.468091	SPAST
Hs.468125	TTC27
Hs.468274	SLC8A1
Hs.468442	CALM2
Hs.468442	CALM2
Hs.468675	PDPN
Hs.468702	COMMD1
Hs.468840	PLEK
Hs.468972	ARID1A
Hs.469154	WDTC1
Hs.469175	SYTL1
Hs.469331	STARD7
Hs.469398	C2orf55
Hs.469473	RPL31
Hs.469649	BUB1
Hs.469658	BCL2L11
Hs.469728	PAX8
Hs.469918	LOC440905
Hs.470126	KYNU
Hs.470277	GALNT13
Hs.470412	RBMS1
Hs.470627	LCK
Hs.470646	RAPGEF4
Hs.470804	UBE2E3
Hs.470882	CALCRL
Hs.470892	DIRC1
Hs.471014	TLN1
Hs.471452	FARSB
Hs.471508	IRS1
Hs.471514	RHBDD1
Hs.471675	DGKD
Hs.471851	HDLBP
Hs.472054	FERMT1
Hs.472270	RIN2
Hs.472330	C20orf3
Hs.472491	OXCT2
Hs.472492	PLAC4
Hs.472831	PKIG
Hs.472860	CD40
Hs.473117	TSHZ2
Hs.473847	SH3BGR
Hs.473847	SH3BGR
Hs.473912	UBASH3A
Hs.473927	PDE9A
Hs.474053	COL6A1
Hs.474206	HIRA
Hs.474217	CDC45
Hs.474270	SERPIND1
Hs.474388	UPB1
Hs.474388	UPB1
Hs.474737	APOL3
Hs.474751	MYH9
Hs.474787	IL2RB
Hs.474822	BAIAP2L2
Hs.474833	CSNK1E
Hs.474914	SGSM3
Hs.474935	SEMA4B
Hs.474940	ST13P18
Hs.474949	RBX1
Hs.475150	GRAMD4
Hs.475902	ARPP21
Hs.476018	CTNNB1
Hs.476306	POC1A
Hs.476308	ALAS1
Hs.476353	DCP1A
Hs.476365	SCP2
Hs.476448	FLNB
Hs.476517	FAM114A1
Hs.476525	TMEM48
Hs.477003	TBC1D23
Hs.477028	RPL24
Hs.477083	PAFAH2
Hs.477126	ATG3
Hs.477128	CCDC80
Hs.477315	STXBP5L
Hs.477370	DAB1
Hs.477879	H2AFX
Hs.477891	CPB1
Hs.477892	GYG1
Hs.478031	SLC33A1
Hs.478050	LOC339894
Hs.478067	LXN
Hs.478095	IFT80
Hs.478143	ZBBX
Hs.478150	PDCD10
Hs.478150	PDCD10
Hs.478158	EGFEM1P
Hs.478383	MFN1
Hs.478407	FXR1
Hs.478429	ATP11B
Hs.478481	ALG3
Hs.478868	KIAA0226
Hs.479116	SH3TC1
Hs.479372	SLC34A2
Hs.479384	SEL1L3
Hs.479451	ARAP2
Hs.479656	COX7B2
Hs.479669	TXK
Hs.479808	IGFBP7
Hs.479898	SULT1E1
Hs.480085	TNNI3K
Hs.480311	PDLIM5
Hs.480400	BANK1
Hs.480596	NDST3
Hs.480819	TBC1D9
Hs.480876	ANAPC10
Hs.481133	SPOCK3
Hs.481235	SPATA4
Hs.481307	CCDC111
Hs.481478	SLC6A19
Hs.481571	UQCRH
Hs.481819	PDZD2
Hs.481918	SLC1A3
Hs.481980	DAB2
Hs.482144	RPL26
Hs.482520	BRDT
Hs.482533	ANKRD31
Hs.482587	SCAMP1
Hs.482730	EDIL3
Hs.482910	ERAP2
Hs.483136	COMMD10
Hs.483209	CEP120
Hs.483419	PHF15
Hs.483454	CNN3
Hs.483765	SCGB3A2
Hs.483877	SLC36A2
Hs.483924	MRPL22
Hs.484188	ATP6V0E1
Hs.484227	THOC3
