"unigeneid"	"organ"	"pvalue"	"rzscore"	"source"
"Hs.98262"	"nerve"	2.15e-17	5.537176128	"dbEST"
"Hs.574822"	"nerve"	1.65e-17	5.135197781	"dbEST"
"Hs.25960"	"nerve"	1.6e-17	6.002830266	"dbEST"
"Hs.515146"	"nerve"	5.53e-18	4.757998275	"dbEST"
"Hs.592116"	"nerve"	3.14e-18	4.686224017	"dbEST"
"Hs.325321"	"nerve"	2.32e-18	4.566519091	"dbEST"
"Hs.381096"	"nerve"	1.7e-18	6.999676354	"dbEST"
"Hs.16362"	"nerve"	1.11e-18	6.439033986	"dbEST"
"Hs.130988"	"nerve"	2.66e-19	5.851797606	"dbEST"
"Hs.466775"	"nerve"	1.28e-19	4.627200605	"dbEST"
"Hs.61435"	"nerve"	9.94e-20	6.01035735	"dbEST"
"Hs.77783"	"nerve"	9.11e-20	4.603211575	"dbEST"
"Hs.442782"	"nerve"	8.42e-20	4.858804189	"dbEST"
"Hs.75372"	"nerve"	6.9e-20	4.243160379	"dbEST"
"Hs.632015"	"nerve"	1.48e-20	5.374284371	"dbEST"
"Hs.4302"	"nerve"	1.21e-20	6.067104623	"dbEST"
"Hs.377992"	"nerve"	3.65e-21	4.8024195	"dbEST"
"Hs.294005"	"nerve"	2.44e-21	5.049750061	"dbEST"
"Hs.7423"	"nerve"	8.54e-22	6.918886478	"dbEST"
"Hs.438102"	"nerve"	5.46e-22	4.719239163	"dbEST"
"Hs.248122"	"nerve"	2.53e-22	6.946821366	"dbEST"
"Hs.146585"	"nerve"	6.51e-23	6.05108048	"dbEST"
"Hs.129966"	"nerve"	3.8e-23	6.462560984	"dbEST"
"Hs.291363"	"nerve"	2.39e-23	5.402500364	"dbEST"
"Hs.474833"	"nerve"	2.04e-24	4.935598283	"dbEST"
"Hs.655909"	"nerve"	2.21e-25	4.673658051	"dbEST"
"Hs.435609"	"nerve"	1.04e-25	6.931507516	"dbEST"
"Hs.1611"	"nerve"	1.68e-26	7.072427502	"dbEST"
"Hs.432642"	"nerve"	6.99e-27	5.287560026	"dbEST"
"Hs.165724"	"nerve"	2.81e-27	5.875831233	"dbEST"
"Hs.712661"	"nerve"	5.53e-28	4.032217653	"dbEST"
"Hs.517549"	"nerve"	7.7e-29	5.35183789	"dbEST"
"Hs.109731"	"nerve"	5.15e-29	5.088841685	"dbEST"
"Hs.374477"	"nerve"	2.71e-29	4.024512486	"dbEST"
"Hs.632762"	"nerve"	2.54e-29	6.470907221	"dbEST"
"Hs.517407"	"nerve"	4.92e-30	6.326451505	"dbEST"
"Hs.675363"	"nerve"	3.18e-31	7.066928937	"dbEST"
"Hs.517670"	"nerve"	5.38e-32	4.940782467	"dbEST"
"Hs.610931"	"nerve"	1.89e-32	7.072427502	"dbEST"
"Hs.729726"	"nerve"	3.16e-33	7.015796073	"dbEST"
"Hs.55682"	"nerve"	2.68e-33	4.388350275	"dbEST"
"Hs.561064"	"nerve"	9.26e-35	4.058644824	"dbEST"
"Hs.474914"	"nerve"	6.76e-35	5.853286606	"dbEST"
"Hs.180903"	"nerve"	1.53e-35	5.824266922	"dbEST"
"Hs.591890"	"nerve"	8.05e-36	6.009329113	"dbEST"
"Hs.300701"	"nerve"	5.63e-40	4.763230935	"dbEST"
"Hs.158322"	"nerve"	5.67e-42	7.044231007	"dbEST"
"Hs.474217"	"nerve"	4.11e-42	6.648515904	"dbEST"
"Hs.248267"	"nerve"	2.09e-46	5.401734775	"dbEST"
"Hs.37044"	"nerve"	8.33e-107	6.744143456	"dbEST"
"Hs.485278"	"nerve"	4.71e-111	7.016305149	"dbEST"
"Hs.407604"	"nerve"	1.69e-138	6.599508072	"dbEST"
"Hs.533717"	"nerve"	3.03e-154	4.147485931	"dbEST"
"Hs.524390"	"nerve"	0	5.111401824	"dbEST"
